,county,fips,state_abbrv,state,fips_state,year,population,prescription_rate,age_adjusted_mortality_range,avg_mortality_rate,change_mortality_rate,change_prescription_rate,latitude,longitude
355,"Henry, IN",18065,IN,Indiana,18,2009,49305,122.0,18-19.9,18.95,0.0,0.4000000000000057,39.92630182000002,-85.41191091692305
356,"Henry, IN",18065,IN,Indiana,18,2010,49488,122.0,20-21.9,20.95,2.0,0.0,39.92630182000002,-85.41191091692305
357,"Henry, IN",18065,IN,Indiana,18,2011,49360,118.4,20-21.9,20.95,0.0,-3.5999999999999943,39.92630182000002,-85.41191091692305
358,"Henry, IN",18065,IN,Indiana,18,2012,49262,120.9,22-23.9,22.95,2.0,2.5,39.92630182000002,-85.41191091692305
359,"Henry, IN",18065,IN,Indiana,18,2013,49051,114.7,24-25.9,24.95,2.0,-6.200000000000003,39.92630182000002,-85.41191091692305
360,"Henry, IN",18065,IN,Indiana,18,2014,49072,106.5,24-25.9,24.95,0.0,-8.200000000000003,39.92630182000002,-85.41191091692305
361,"Henry, IN",18065,IN,Indiana,18,2015,48985,105.1,26-27.9,26.95,2.0,-1.4000000000000057,39.92630182000002,-85.41191091692305
362,"Henry, IN",18065,IN,Indiana,18,2016,48521,97.4,28-29.9,28.95,2.0,-7.699999999999989,39.92630182000002,-85.41191091692305
363,"Howard, IN",18067,IN,Indiana,18,2006,83943,161.6,14-15.9,14.95,,,40.466688771794864,-86.1101624871795
364,"Howard, IN",18067,IN,Indiana,18,2007,83743,165.4,14-15.9,14.95,0.0,3.8000000000000114,40.466688771794864,-86.1101624871795
365,"Howard, IN",18067,IN,Indiana,18,2008,83472,171.4,16-17.9,16.95,2.0,6.0,40.466688771794864,-86.1101624871795
366,"Howard, IN",18067,IN,Indiana,18,2009,82701,172.7,16-17.9,16.95,0.0,1.299999999999983,40.466688771794864,-86.1101624871795
367,"Howard, IN",18067,IN,Indiana,18,2010,82731,172.5,18-19.9,18.95,2.0,-0.19999999999998863,40.466688771794864,-86.1101624871795
368,"Howard, IN",18067,IN,Indiana,18,2011,82851,173.9,20-21.9,20.95,2.0,1.4000000000000057,40.466688771794864,-86.1101624871795
369,"Howard, IN",18067,IN,Indiana,18,2012,82900,174.0,20-21.9,20.95,0.0,0.09999999999999432,40.466688771794864,-86.1101624871795
370,"Howard, IN",18067,IN,Indiana,18,2013,82825,145.8,22-23.9,22.95,2.0,-28.19999999999999,40.466688771794864,-86.1101624871795
371,"Howard, IN",18067,IN,Indiana,18,2014,82693,137.3,24-25.9,24.95,2.0,-8.5,40.466688771794864,-86.1101624871795
372,"Howard, IN",18067,IN,Indiana,18,2015,82556,127.6,24-25.9,24.95,0.0,-9.700000000000017,40.466688771794864,-86.1101624871795
373,"Howard, IN",18067,IN,Indiana,18,2016,82568,122.7,26-27.9,26.95,2.0,-4.8999999999999915,40.466688771794864,-86.1101624871795
374,"Huntington, IN",18069,IN,Indiana,18,2006,37601,74.6,8-9.9,8.95,,,40.83580612558139,-85.48724484418607
375,"Huntington, IN",18069,IN,Indiana,18,2007,37447,77.3,8-9.9,8.95,0.0,2.700000000000003,40.83580612558139,-85.48724484418607
376,"Huntington, IN",18069,IN,Indiana,18,2008,37244,81.2,8-9.9,8.95,0.0,3.9000000000000057,40.83580612558139,-85.48724484418607
377,"Huntington, IN",18069,IN,Indiana,18,2009,37205,87.9,10-11.9,10.95,2.0,6.700000000000003,40.83580612558139,-85.48724484418607
378,"Huntington, IN",18069,IN,Indiana,18,2010,37116,92.1,10-11.9,10.95,0.0,4.199999999999989,40.83580612558139,-85.48724484418607
379,"Huntington, IN",18069,IN,Indiana,18,2011,37187,96.5,12-13.9,12.95,2.0,4.400000000000006,40.83580612558139,-85.48724484418607
380,"Huntington, IN",18069,IN,Indiana,18,2012,36993,107.4,12-13.9,12.95,0.0,10.900000000000006,40.83580612558139,-85.48724484418607
381,"Huntington, IN",18069,IN,Indiana,18,2013,36818,102.9,12-13.9,12.95,0.0,-4.5,40.83580612558139,-85.48724484418607
382,"Huntington, IN",18069,IN,Indiana,18,2014,36686,97.5,14-15.9,14.95,2.0,-5.400000000000006,40.83580612558139,-85.48724484418607
383,"Huntington, IN",18069,IN,Indiana,18,2015,36630,85.8,14-15.9,14.95,0.0,-11.700000000000003,40.83580612558139,-85.48724484418607
384,"Huntington, IN",18069,IN,Indiana,18,2016,36400,78.7,16-17.9,16.95,2.0,-7.099999999999994,40.83580612558139,-85.48724484418607
385,"Jackson, IN",18071,IN,Indiana,18,2006,41725,107.3,8-9.9,8.95,,,38.91480506181819,-86.01890733090904
386,"Jackson, IN",18071,IN,Indiana,18,2007,41693,117.9,8-9.9,8.95,0.0,10.600000000000009,38.91480506181819,-86.01890733090904
387,"Jackson, IN",18071,IN,Indiana,18,2008,41705,135.8,10-11.9,10.95,2.0,17.900000000000006,38.91480506181819,-86.01890733090904
388,"Jackson, IN",18071,IN,Indiana,18,2009,41798,137.2,10-11.9,10.95,0.0,1.3999999999999773,38.91480506181819,-86.01890733090904
389,"Jackson, IN",18071,IN,Indiana,18,2010,42578,133.7,12-13.9,12.95,2.0,-3.5,38.91480506181819,-86.01890733090904
390,"Jackson, IN",18071,IN,Indiana,18,2011,42935,140.4,12-13.9,12.95,0.0,6.700000000000017,38.91480506181819,-86.01890733090904
391,"Jackson, IN",18071,IN,Indiana,18,2012,43032,137.8,14-15.9,14.95,2.0,-2.5999999999999943,38.91480506181819,-86.01890733090904
392,"Jackson, IN",18071,IN,Indiana,18,2013,43514,127.6,14-15.9,14.95,0.0,-10.200000000000017,38.91480506181819,-86.01890733090904
393,"Jackson, IN",18071,IN,Indiana,18,2014,43803,109.7,16-17.9,16.95,2.0,-17.89999999999999,38.91480506181819,-86.01890733090904
394,"Jackson, IN",18071,IN,Indiana,18,2015,44069,100.6,16-17.9,16.95,0.0,-9.100000000000009,38.91480506181819,-86.01890733090904
395,"Jackson, IN",18071,IN,Indiana,18,2016,44013,90.1,18-19.9,18.95,2.0,-10.5,38.91480506181819,-86.01890733090904
396,"Jasper, IN",18073,IN,Indiana,18,2006,32419,111.5,6-7.9,6.95,,,41.041089510869575,-87.12885416739131
397,"Jasper, IN",18073,IN,Indiana,18,2007,32894,115.2,8-9.9,8.95,1.9999999999999991,3.700000000000003,41.041089510869575,-87.12885416739131
398,"Jasper, IN",18073,IN,Indiana,18,2008,33155,120.8,8-9.9,8.95,0.0,5.599999999999994,41.041089510869575,-87.12885416739131
399,"Jasper, IN",18073,IN,Indiana,18,2009,33278,122.2,8-9.9,8.95,0.0,1.4000000000000057,41.041089510869575,-87.12885416739131
400,"Jasper, IN",18073,IN,Indiana,18,2010,33514,123.6,8-9.9,8.95,0.0,1.3999999999999915,41.041089510869575,-87.12885416739131
401,"Jasper, IN",18073,IN,Indiana,18,2011,33415,124.9,10-11.9,10.95,2.0,1.3000000000000114,41.041089510869575,-87.12885416739131
402,"Jasper, IN",18073,IN,Indiana,18,2012,33478,130.8,10-11.9,10.95,0.0,5.900000000000006,41.041089510869575,-87.12885416739131
403,"Jasper, IN",18073,IN,Indiana,18,2013,33412,132.1,10-11.9,10.95,0.0,1.299999999999983,41.041089510869575,-87.12885416739131
404,"Jasper, IN",18073,IN,Indiana,18,2014,33464,132.6,12-13.9,12.95,2.0,0.5,41.041089510869575,-87.12885416739131
405,"Jasper, IN",18073,IN,Indiana,18,2015,33470,125.1,12-13.9,12.95,0.0,-7.5,41.041089510869575,-87.12885416739131
406,"Jasper, IN",18073,IN,Indiana,18,2016,33433,122.5,14-15.9,14.95,2.0,-2.5999999999999943,41.041089510869575,-87.12885416739131
407,"Jay, IN",18075,IN,Indiana,18,2006,21564,99.8,8-9.9,8.95,,,40.44080731481481,-85.0158891185185
408,"Jay, IN",18075,IN,Indiana,18,2007,21580,100.8,10-11.9,10.95,2.0,1.0,40.44080731481481,-85.0158891185185
409,"Jay, IN",18075,IN,Indiana,18,2008,21467,108.0,10-11.9,10.95,0.0,7.200000000000003,40.44080731481481,-85.0158891185185
410,"Jay, IN",18075,IN,Indiana,18,2009,21399,106.9,10-11.9,10.95,0.0,-1.0999999999999943,40.44080731481481,-85.0158891185185
411,"Jay, IN",18075,IN,Indiana,18,2010,21172,118.1,12-13.9,12.95,2.0,11.199999999999989,40.44080731481481,-85.0158891185185
412,"Jay, IN",18075,IN,Indiana,18,2011,21370,121.4,12-13.9,12.95,0.0,3.3000000000000114,40.44080731481481,-85.0158891185185
413,"Jay, IN",18075,IN,Indiana,18,2012,21363,139.3,14-15.9,14.95,2.0,17.900000000000006,40.44080731481481,-85.0158891185185
414,"Jay, IN",18075,IN,Indiana,18,2013,21274,130.2,14-15.9,14.95,0.0,-9.100000000000023,40.44080731481481,-85.0158891185185
415,"Jay, IN",18075,IN,Indiana,18,2014,21147,114.8,16-17.9,16.95,2.0,-15.399999999999991,40.44080731481481,-85.0158891185185
416,"Jay, IN",18075,IN,Indiana,18,2015,21121,104.3,16-17.9,16.95,0.0,-10.5,40.44080731481481,-85.0158891185185
417,"Jay, IN",18075,IN,Indiana,18,2016,21046,89.2,18-19.9,18.95,2.0,-15.099999999999994,40.44080731481481,-85.0158891185185
418,"Jefferson, IN",18077,IN,Indiana,18,2006,32287,119.4,6-7.9,6.95,,,38.78464077916667,-85.45140576458334
419,"Jefferson, IN",18077,IN,Indiana,18,2007,32140,126.6,8-9.9,8.95,1.9999999999999991,7.199999999999989,38.78464077916667,-85.45140576458334
420,"Jefferson, IN",18077,IN,Indiana,18,2008,32586,140.1,8-9.9,8.95,0.0,13.5,38.78464077916667,-85.45140576458334
421,"Jefferson, IN",18077,IN,Indiana,18,2009,32558,151.3,8-9.9,8.95,0.0,11.200000000000017,38.78464077916667,-85.45140576458334
422,"Jefferson, IN",18077,IN,Indiana,18,2010,32423,151.6,8-9.9,8.95,0.0,0.29999999999998295,38.78464077916667,-85.45140576458334
423,"Jefferson, IN",18077,IN,Indiana,18,2011,32302,158.2,10-11.9,10.95,2.0,6.599999999999994,38.78464077916667,-85.45140576458334
424,"Jefferson, IN",18077,IN,Indiana,18,2012,32518,151.5,10-11.9,10.95,0.0,-6.699999999999989,38.78464077916667,-85.45140576458334
425,"Jefferson, IN",18077,IN,Indiana,18,2013,32501,141.1,10-11.9,10.95,0.0,-10.400000000000006,38.78464077916667,-85.45140576458334
426,"Jefferson, IN",18077,IN,Indiana,18,2014,32529,131.7,12-13.9,12.95,2.0,-9.400000000000006,38.78464077916667,-85.45140576458334
427,"Jefferson, IN",18077,IN,Indiana,18,2015,32416,123.4,12-13.9,12.95,0.0,-8.299999999999983,38.78464077916667,-85.45140576458334
428,"Jefferson, IN",18077,IN,Indiana,18,2016,32418,113.9,14-15.9,14.95,2.0,-9.5,38.78464077916667,-85.45140576458334
429,"Jennings, IN",18079,IN,Indiana,18,2006,28320,115.7,10-11.9,10.95,,,38.985671818918924,-85.62264895675676
430,"Jennings, IN",18079,IN,Indiana,18,2007,28502,131.5,10-11.9,10.95,0.0,15.799999999999997,38.985671818918924,-85.62264895675676
431,"Jennings, IN",18079,IN,Indiana,18,2008,28480,137.7,10-11.9,10.95,0.0,6.199999999999989,38.985671818918924,-85.62264895675676
432,"Jennings, IN",18079,IN,Indiana,18,2009,28546,141.0,12-13.9,12.95,2.0,3.3000000000000114,38.985671818918924,-85.62264895675676
433,"Jennings, IN",18079,IN,Indiana,18,2010,28475,145.8,12-13.9,12.95,0.0,4.800000000000011,38.985671818918924,-85.62264895675676
434,"Jennings, IN",18079,IN,Indiana,18,2011,28204,143.0,14-15.9,14.95,2.0,-2.8000000000000114,38.985671818918924,-85.62264895675676
435,"Jennings, IN",18079,IN,Indiana,18,2012,28189,147.5,14-15.9,14.95,0.0,4.5,38.985671818918924,-85.62264895675676
436,"Jennings, IN",18079,IN,Indiana,18,2013,28281,137.1,16-17.9,16.95,2.0,-10.400000000000006,38.985671818918924,-85.62264895675676
437,"Jennings, IN",18079,IN,Indiana,18,2014,27996,122.9,16-17.9,16.95,0.0,-14.199999999999989,38.985671818918924,-85.62264895675676
438,"Jennings, IN",18079,IN,Indiana,18,2015,27897,107.7,18-19.9,18.95,2.0,-15.200000000000003,38.985671818918924,-85.62264895675676
439,"Jennings, IN",18079,IN,Indiana,18,2016,27758,98.2,18-19.9,18.95,0.0,-9.5,38.985671818918924,-85.62264895675676
440,"Johnson, IN",18081,IN,Indiana,18,2006,130512,95.1,8-9.9,8.95,,,39.508110409259274,-86.11311343333331
441,"Johnson, IN",18081,IN,Indiana,18,2007,133933,97.9,8-9.9,8.95,0.0,2.8000000000000114,39.508110409259274,-86.11311343333331
442,"Johnson, IN",18081,IN,Indiana,18,2008,136933,99.7,8-9.9,8.95,0.0,1.7999999999999972,39.508110409259274,-86.11311343333331
443,"Johnson, IN",18081,IN,Indiana,18,2009,138584,103.9,10-11.9,10.95,2.0,4.200000000000003,39.508110409259274,-86.11311343333331
444,"Johnson, IN",18081,IN,Indiana,18,2010,140281,107.7,10-11.9,10.95,0.0,3.799999999999997,39.508110409259274,-86.11311343333331
445,"Johnson, IN",18081,IN,Indiana,18,2011,141766,107.5,10-11.9,10.95,0.0,-0.20000000000000284,39.508110409259274,-86.11311343333331
446,"Johnson, IN",18081,IN,Indiana,18,2012,143579,113.6,12-13.9,12.95,2.0,6.099999999999994,39.508110409259274,-86.11311343333331
447,"Johnson, IN",18081,IN,Indiana,18,2013,145759,109.0,12-13.9,12.95,0.0,-4.599999999999994,39.508110409259274,-86.11311343333331
448,"Johnson, IN",18081,IN,Indiana,18,2014,147489,99.8,12-13.9,12.95,0.0,-9.200000000000003,39.508110409259274,-86.11311343333331
449,"Johnson, IN",18081,IN,Indiana,18,2015,149633,91.5,14-15.9,14.95,2.0,-8.299999999999997,39.508110409259274,-86.11311343333331
450,"Johnson, IN",18081,IN,Indiana,18,2016,151982,84.1,14-15.9,14.95,0.0,-7.400000000000006,39.508110409259274,-86.11311343333331
451,"Knox, IN",18083,IN,Indiana,18,2006,38399,123.2,8-9.9,8.95,,,38.695192001851865,-87.41067508333335
452,"Knox, IN",18083,IN,Indiana,18,2007,38325,133.4,8-9.9,8.95,0.0,10.200000000000003,38.695192001851865,-87.41067508333335
453,"Knox, IN",18083,IN,Indiana,18,2008,38497,142.3,8-9.9,8.95,0.0,8.900000000000006,38.695192001851865,-87.41067508333335
454,"Knox, IN",18083,IN,Indiana,18,2009,38499,138.1,10-11.9,10.95,2.0,-4.200000000000017,38.695192001851865,-87.41067508333335
455,"Knox, IN",18083,IN,Indiana,18,2010,38389,134.6,10-11.9,10.95,0.0,-3.5,38.695192001851865,-87.41067508333335
456,"Knox, IN",18083,IN,Indiana,18,2011,38467,135.0,10-11.9,10.95,0.0,0.4000000000000057,38.695192001851865,-87.41067508333335
457,"Knox, IN",18083,IN,Indiana,18,2012,38046,160.4,12-13.9,12.95,2.0,25.400000000000006,38.695192001851865,-87.41067508333335
458,"Knox, IN",18083,IN,Indiana,18,2013,38023,172.6,12-13.9,12.95,0.0,12.199999999999989,38.695192001851865,-87.41067508333335
459,"Knox, IN",18083,IN,Indiana,18,2014,37845,147.7,14-15.9,14.95,2.0,-24.900000000000006,38.695192001851865,-87.41067508333335
460,"Knox, IN",18083,IN,Indiana,18,2015,37927,132.4,14-15.9,14.95,0.0,-15.299999999999983,38.695192001851865,-87.41067508333335
461,"Knox, IN",18083,IN,Indiana,18,2016,37744,129.6,16-17.9,16.95,2.0,-2.8000000000000114,38.695192001851865,-87.41067508333335
462,"Kosciusko, IN",18085,IN,Indiana,18,2006,76358,76.8,6-7.9,6.95,,,41.28700332604167,-85.81655025104163
463,"Kosciusko, IN",18085,IN,Indiana,18,2007,76832,76.9,6-7.9,6.95,0.0,0.10000000000000853,41.28700332604167,-85.81655025104163
464,"Kosciusko, IN",18085,IN,Indiana,18,2008,77091,83.1,6-7.9,6.95,0.0,6.199999999999989,41.28700332604167,-85.81655025104163
465,"Kosciusko, IN",18085,IN,Indiana,18,2009,77263,84.8,6-7.9,6.95,0.0,1.7000000000000028,41.28700332604167,-85.81655025104163
466,"Kosciusko, IN",18085,IN,Indiana,18,2010,77340,87.9,8-9.9,8.95,1.9999999999999991,3.1000000000000085,41.28700332604167,-85.81655025104163
467,"Kosciusko, IN",18085,IN,Indiana,18,2011,77363,87.4,8-9.9,8.95,0.0,-0.5,41.28700332604167,-85.81655025104163
468,"Kosciusko, IN",18085,IN,Indiana,18,2012,77610,91.2,8-9.9,8.95,0.0,3.799999999999997,41.28700332604167,-85.81655025104163
469,"Kosciusko, IN",18085,IN,Indiana,18,2013,77876,87.7,8-9.9,8.95,0.0,-3.5,41.28700332604167,-85.81655025104163
470,"Kosciusko, IN",18085,IN,Indiana,18,2014,78445,83.9,10-11.9,10.95,2.0,-3.799999999999997,41.28700332604167,-85.81655025104163
471,"Kosciusko, IN",18085,IN,Indiana,18,2015,78620,80.0,10-11.9,10.95,0.0,-3.9000000000000057,41.28700332604167,-85.81655025104163
472,"Kosciusko, IN",18085,IN,Indiana,18,2016,79092,74.1,10-11.9,10.95,0.0,-5.900000000000006,41.28700332604167,-85.81655025104163
473,"LaGrange, IN",18087,IN,Indiana,18,2006,36613,16.7,2-3.9,2.95,,,41.617711977358475,-85.38444465660375
474,"LaGrange, IN",18087,IN,Indiana,18,2007,36931,17.0,2-3.9,2.95,0.0,0.3000000000000007,41.617711977358475,-85.38444465660375
475,"LaGrange, IN",18087,IN,Indiana,18,2008,37181,19.7,2-3.9,2.95,0.0,2.6999999999999993,41.617711977358475,-85.38444465660375
476,"LaGrange, IN",18087,IN,Indiana,18,2009,37119,22.8,2-3.9,2.95,0.0,3.1000000000000014,41.617711977358475,-85.38444465660375
477,"LaGrange, IN",18087,IN,Indiana,18,2010,37156,26.7,2-3.9,2.95,0.0,3.8999999999999986,41.617711977358475,-85.38444465660375
478,"LaGrange, IN",18087,IN,Indiana,18,2011,37480,27.0,2-3.9,2.95,0.0,0.3000000000000007,41.617711977358475,-85.38444465660375
479,"LaGrange, IN",18087,IN,Indiana,18,2012,37618,28.7,4-5.9,4.95,2.0,1.6999999999999993,41.617711977358475,-85.38444465660375
480,"LaGrange, IN",18087,IN,Indiana,18,2013,38049,29.2,4-5.9,4.95,0.0,0.5,41.617711977358475,-85.38444465660375
481,"LaGrange, IN",18087,IN,Indiana,18,2014,38462,26.9,4-5.9,4.95,0.0,-2.3000000000000007,41.617711977358475,-85.38444465660375
482,"LaGrange, IN",18087,IN,Indiana,18,2015,38809,24.5,4-5.9,4.95,0.0,-2.3999999999999986,41.617711977358475,-85.38444465660375
483,"LaGrange, IN",18087,IN,Indiana,18,2016,39110,23.1,6-7.9,6.95,2.0,-1.3999999999999986,41.617711977358475,-85.38444465660375
484,"Lake, IN",18089,IN,Indiana,18,2006,491432,81.6,4-5.9,4.95,,,41.466831958878515,-87.38735441495331
485,"Lake, IN",18089,IN,Indiana,18,2007,493403,86.7,4-5.9,4.95,0.0,5.1000000000000085,41.466831958878515,-87.38735441495331
486,"Lake, IN",18089,IN,Indiana,18,2008,495479,88.8,4-5.9,4.95,0.0,2.0999999999999943,41.466831958878515,-87.38735441495331
487,"Lake, IN",18089,IN,Indiana,18,2009,495789,91.4,4-5.9,4.95,0.0,2.6000000000000085,41.466831958878515,-87.38735441495331
488,"Lake, IN",18089,IN,Indiana,18,2010,495987,92.6,6-7.9,6.95,2.0,1.1999999999999886,41.466831958878515,-87.38735441495331
489,"Lake, IN",18089,IN,Indiana,18,2011,494788,92.6,6-7.9,6.95,0.0,0.0,41.466831958878515,-87.38735441495331
490,"Lake, IN",18089,IN,Indiana,18,2012,493192,95.6,6-7.9,6.95,0.0,3.0,41.466831958878515,-87.38735441495331
491,"Lake, IN",18089,IN,Indiana,18,2013,491560,95.6,6-7.9,6.95,0.0,0.0,41.466831958878515,-87.38735441495331
492,"Lake, IN",18089,IN,Indiana,18,2014,490574,89.2,6-7.9,6.95,0.0,-6.3999999999999915,41.466831958878515,-87.38735441495331
493,"Lake, IN",18089,IN,Indiana,18,2015,487865,82.2,8-9.9,8.95,1.9999999999999991,-7.0,41.466831958878515,-87.38735441495331
494,"Lake, IN",18089,IN,Indiana,18,2016,485846,82.8,8-9.9,8.95,0.0,0.5999999999999943,41.466831958878515,-87.38735441495331
495,"LaPorte, IN",18091,IN,Indiana,18,2006,109641,97.8,6-7.9,6.95,,,41.58625330425534,-86.74517822234041
496,"LaPorte, IN",18091,IN,Indiana,18,2007,110846,102.3,8-9.9,8.95,1.9999999999999991,4.5,41.58625330425534,-86.74517822234041
497,"LaPorte, IN",18091,IN,Indiana,18,2008,111267,104.9,8-9.9,8.95,0.0,2.6000000000000085,41.58625330425534,-86.74517822234041
498,"LaPorte, IN",18091,IN,Indiana,18,2009,111465,107.6,8-9.9,8.95,0.0,2.6999999999999886,41.58625330425534,-86.74517822234041
499,"LaPorte, IN",18091,IN,Indiana,18,2010,111454,114.8,10-11.9,10.95,2.0,7.200000000000003,41.58625330425534,-86.74517822234041
500,"LaPorte, IN",18091,IN,Indiana,18,2011,111223,117.7,10-11.9,10.95,0.0,2.9000000000000057,41.58625330425534,-86.74517822234041
501,"LaPorte, IN",18091,IN,Indiana,18,2012,111223,127.7,10-11.9,10.95,0.0,10.0,41.58625330425534,-86.74517822234041
502,"LaPorte, IN",18091,IN,Indiana,18,2013,111376,127.4,12-13.9,12.95,2.0,-0.29999999999999716,41.58625330425534,-86.74517822234041
503,"LaPorte, IN",18091,IN,Indiana,18,2014,111695,119.1,12-13.9,12.95,0.0,-8.300000000000011,41.58625330425534,-86.74517822234041
504,"LaPorte, IN",18091,IN,Indiana,18,2015,110884,110.0,12-13.9,12.95,0.0,-9.099999999999994,41.58625330425534,-86.74517822234041
505,"LaPorte, IN",18091,IN,Indiana,18,2016,110015,105.9,14-15.9,14.95,2.0,-4.099999999999994,41.58625330425534,-86.74517822234041
506,"Lawrence, IN",18093,IN,Indiana,18,2006,46165,140.3,8-9.9,8.95,,,38.84549128833335,-86.48799830333334
507,"Lawrence, IN",18093,IN,Indiana,18,2007,46300,144.7,8-9.9,8.95,0.0,4.399999999999977,38.84549128833335,-86.48799830333334
508,"Lawrence, IN",18093,IN,Indiana,18,2008,46233,148.0,8-9.9,8.95,0.0,3.3000000000000114,38.84549128833335,-86.48799830333334
509,"Lawrence, IN",18093,IN,Indiana,18,2009,46138,148.6,10-11.9,10.95,2.0,0.5999999999999943,38.84549128833335,-86.48799830333334
510,"Lawrence, IN",18093,IN,Indiana,18,2010,46124,156.6,10-11.9,10.95,0.0,8.0,38.84549128833335,-86.48799830333334
511,"Lawrence, IN",18093,IN,Indiana,18,2011,46079,157.5,10-11.9,10.95,0.0,0.9000000000000057,38.84549128833335,-86.48799830333334
512,"Lawrence, IN",18093,IN,Indiana,18,2012,46036,165.4,12-13.9,12.95,2.0,7.900000000000006,38.84549128833335,-86.48799830333334
513,"Lawrence, IN",18093,IN,Indiana,18,2013,45845,166.8,12-13.9,12.95,0.0,1.4000000000000057,38.84549128833335,-86.48799830333334
514,"Lawrence, IN",18093,IN,Indiana,18,2014,45615,152.1,12-13.9,12.95,0.0,-14.700000000000017,38.84549128833335,-86.48799830333334
515,"Lawrence, IN",18093,IN,Indiana,18,2015,45495,141.1,14-15.9,14.95,2.0,-11.0,38.84549128833335,-86.48799830333334
516,"Lawrence, IN",18093,IN,Indiana,18,2016,45518,132.8,14-15.9,14.95,0.0,-8.299999999999983,38.84549128833335,-86.48799830333334
517,"Madison, IN",18095,IN,Indiana,18,2006,131240,147.6,16-17.9,16.95,,,40.13282793255813,-85.71986787093023
518,"Madison, IN",18095,IN,Indiana,18,2007,131203,150.2,16-17.9,16.95,0.0,2.5999999999999943,40.13282793255813,-85.71986787093023
519,"Madison, IN",18095,IN,Indiana,18,2008,131537,149.3,18-19.9,18.95,2.0,-0.8999999999999773,40.13282793255813,-85.71986787093023
520,"Madison, IN",18095,IN,Indiana,18,2009,131599,155.1,20-21.9,20.95,2.0,5.799999999999983,40.13282793255813,-85.71986787093023
521,"Madison, IN",18095,IN,Indiana,18,2010,131637,154.1,20-21.9,20.95,0.0,-1.0,40.13282793255813,-85.71986787093023
522,"Madison, IN",18095,IN,Indiana,18,2011,131018,153.1,22-23.9,22.95,2.0,-1.0,40.13282793255813,-85.71986787093023
523,"Madison, IN",18095,IN,Indiana,18,2012,130259,153.4,24-25.9,24.95,2.0,0.30000000000001137,40.13282793255813,-85.71986787093023
524,"Madison, IN",18095,IN,Indiana,18,2013,130401,144.8,24-25.9,24.95,0.0,-8.599999999999994,40.13282793255813,-85.71986787093023
525,"Madison, IN",18095,IN,Indiana,18,2014,129999,126.0,26-27.9,26.95,2.0,-18.80000000000001,40.13282793255813,-85.71986787093023
526,"Madison, IN",18095,IN,Indiana,18,2015,129723,116.5,28-29.9,28.95,2.0,-9.5,40.13282793255813,-85.71986787093023
527,"Madison, IN",18095,IN,Indiana,18,2016,129296,110.1,30+,30.0,1.0500000000000007,-6.400000000000006,40.13282793255813,-85.71986787093023
528,"Marion, IN",18097,IN,Indiana,18,2006,878515,91.4,10-11.9,10.95,,,39.80411022030075,-86.14487231203007
529,"Marion, IN",18097,IN,Indiana,18,2007,883591,96.3,10-11.9,10.95,0.0,4.8999999999999915,39.80411022030075,-86.14487231203007
530,"Marion, IN",18097,IN,Indiana,18,2008,889504,99.3,12-13.9,12.95,2.0,3.0,39.80411022030075,-86.14487231203007
531,"Marion, IN",18097,IN,Indiana,18,2009,898394,102.8,12-13.9,12.95,0.0,3.5,39.80411022030075,-86.14487231203007
532,"Marion, IN",18097,IN,Indiana,18,2010,904668,102.7,14-15.9,14.95,2.0,-0.09999999999999432,39.80411022030075,-86.14487231203007
533,"Marion, IN",18097,IN,Indiana,18,2011,910861,100.3,14-15.9,14.95,0.0,-2.4000000000000057,39.80411022030075,-86.14487231203007
534,"Marion, IN",18097,IN,Indiana,18,2012,918748,101.4,14-15.9,14.95,0.0,1.1000000000000085,39.80411022030075,-86.14487231203007
535,"Marion, IN",18097,IN,Indiana,18,2013,928515,95.7,16-17.9,16.95,2.0,-5.700000000000003,39.80411022030075,-86.14487231203007
536,"Marion, IN",18097,IN,Indiana,18,2014,934531,84.7,16-17.9,16.95,0.0,-11.0,39.80411022030075,-86.14487231203007
537,"Marion, IN",18097,IN,Indiana,18,2015,939020,77.7,18-19.9,18.95,2.0,-7.0,39.80411022030075,-86.14487231203007
538,"Marion, IN",18097,IN,Indiana,18,2016,941229,72.4,20-21.9,20.95,2.0,-5.299999999999997,39.80411022030075,-86.14487231203007
539,"Marshall, IN",18099,IN,Indiana,18,2006,46851,72.3,6-7.9,6.95,,,41.32787435128205,-86.28847274358974
540,"Marshall, IN",18099,IN,Indiana,18,2007,46871,80.9,6-7.9,6.95,0.0,8.600000000000009,41.32787435128205,-86.28847274358974
541,"Marshall, IN",18099,IN,Indiana,18,2008,47012,84.9,6-7.9,6.95,0.0,4.0,41.32787435128205,-86.28847274358974
542,"Marshall, IN",18099,IN,Indiana,18,2009,47126,86.9,6-7.9,6.95,0.0,2.0,41.32787435128205,-86.28847274358974
543,"Marshall, IN",18099,IN,Indiana,18,2010,47009,88.7,6-7.9,6.95,0.0,1.7999999999999972,41.32787435128205,-86.28847274358974
544,"Marshall, IN",18099,IN,Indiana,18,2011,46960,88.7,8-9.9,8.95,1.9999999999999991,0.0,41.32787435128205,-86.28847274358974
545,"Marshall, IN",18099,IN,Indiana,18,2012,46992,99.5,8-9.9,8.95,0.0,10.799999999999997,41.32787435128205,-86.28847274358974
546,"Marshall, IN",18099,IN,Indiana,18,2013,46986,101.8,8-9.9,8.95,0.0,2.299999999999997,41.32787435128205,-86.28847274358974
