FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|CENSUS_CODE|CENSUS_CLASS_CODE|GSA_CODE|OPM_CODE|STATE_NUMERIC|STATE_ALPHA|COUNTY_SEQUENCE|COUNTY_NUMERIC|COUNTY_NAME|PRIMARY_LATITUDE|PRIMARY_LONGITUDE|DATE_CREATED|DATE_EDITED
434216|Enos Corner|Populated Place|21286|U6|||18|IN|1|125|Pike|38.289216|-87.2611196|02/14/1979|
434218|Enterprise|Populated Place|21322|U6|||18|IN|1|147|Spencer|37.8425476|-87.1819441|02/14/1979|
434222|Epsom|Populated Place|21358|U6|1464|181464027|18|IN|1|027|Daviess|38.7853258|-87.0630645|02/14/1979|05/23/2014
434227|Epworth Forest|Populated Place|21376|U6|||18|IN|1|085|Kosciusko|41.3331022|-85.6860978|02/14/1979|
434228|Erie|Populated Place|21400|U6|||18|IN|1|103|Miami|40.8011537|-85.9913799|02/14/1979|
434235|Erwin|Populated Place|21435|U6|||18|IN|1|129|Posey|37.9800445|-87.9191945|02/14/1979|
434242|Etna|Populated Place|21484|U6|||18|IN|1|183|Whitley|41.2736574|-85.5735942|02/14/1979|
434244|Eugene|Populated Place|21538|U6|||18|IN|1|165|Vermillion|39.9664267|-87.4727942|02/14/1979|
434247|Eureka|Populated Place|21592|U6|||18|IN|1|147|Spencer|37.8806026|-87.2150011|02/14/1979|05/13/2014
434253|Evans Landing|Populated Place|21610|U6|||18|IN|1|061|Harrison|38.0042397|-85.9846865|02/14/1979|06/30/2011
434257|Evanston|Populated Place|21628|U6|1478|181478147|18|IN|1|147|Spencer|38.0394993|-86.8416579|02/14/1979|
434258|Evansville|Populated Place|22000||1480|181480163|18|IN|1|163|Vanderburgh|37.9747644|-87.5558482|02/14/1979|05/13/2014
434269|Everroad Park|Populated Place|22030|U6|||18|IN|1|005|Bartholomew|39.2283848|-85.8880459|02/14/1979|
434271|Everton|Populated Place|22072|U6|||18|IN|1|041|Fayette|39.5628267|-85.0896846|02/14/1979|05/13/2014
434273|Ewing|Populated Place|22099|U6|||18|IN|1|071|Jackson|38.8847757|-86.0552586|02/14/1979|
434275|Ewington|Populated Place|22105|U6|||18|IN|1|031|Decatur|39.3264391|-85.5680291|02/14/1979|
434276|Exchange|Populated Place|22112|U6|||18|IN|1|109|Morgan|39.5017147|-86.3222141|02/14/1979|
434277|Extension Heights|Populated Place|22126|U4|||18|IN|1|095|Madison|40.1047643|-85.6602538|02/14/1979|
434280|Fair Acres|Populated Place|22144|U4|||18|IN|1|175|Washington|38.6042243|-86.0902554|02/14/1979|
434287|Fairbanks|Populated Place|22180|U6|1488|181488153|18|IN|1|153|Sullivan|39.2194841|-87.5222449|02/14/1979|06/30/2011
434290|Fairdale|Populated Place|22200|U6|||18|IN|1|061|Harrison|38.3261753|-86.1710859|02/14/1979|
434292|Fairfax|Populated Place|22234|U4|||18|IN|1|095|Madison|40.104209|-85.6499759|02/14/1979|
434293|Fairfax|Populated Place|22216|U4|||18|IN|1|003|Allen|41.0419926|-85.0883027|02/14/1979|
434301|Fairland|Populated Place|22396|P1|1489|181489145|18|IN|1|145|Shelby|39.5858806|-85.8635919|02/14/1979|11/06/2008
434304|Fairmount|Populated Place|22432|P1|1490|181490053|18|IN|1|053|Grant|40.4153179|-85.6505317|02/14/1979|03/20/2008
434309|Fairview|Populated Place|22504|U6|||18|IN|1|139|Rush|39.6856023|-85.301078|02/14/1979|
434309|Fairview|Populated Place|22504|U6|||18|IN|2|041|Fayette|39.6856023|-85.301078|02/14/1979|
434310|Fairview|Populated Place|22540|U6|||18|IN|1|135|Randolph|40.2980988|-85.1952475|02/14/1979|
434311|Fairview|Populated Place|22565|U6|||18|IN|1|175|Washington|38.7381096|-86.2674844|02/14/1979|
434349|Fairview Park|Populated Place|22576|P1|1500|181500165|18|IN|1|165|Vermillion|39.6803149|-87.4175186|02/14/1979|03/20/2008
434356|Fairwood Hills|Populated Place|22594|U4|||18|IN|1|097|Marion|39.8833727|-86.029984|02/14/1979|
434374|Fall Creek Highland|Populated Place|22666|U4|||18|IN|1|097|Marion|39.8967055|-85.991094|02/14/1979|
434385|Falmouth|Populated Place|22684|U6|1505|181505139|18|IN|1|139|Rush|39.7008798|-85.3010781|02/14/1979|
434385|Falmouth|Populated Place|22684|U6|1505|181505041|18|IN|2|041|Fayette|39.7008798|-85.3010781|02/14/1979|
434387|Farabee|Populated Place|22690|U6|||18|IN|1|175|Washington|38.5570033|-86.0158081|02/14/1979|
434388|Fargo|Populated Place|22693|U6|||18|IN|1|007|Benton|40.5189255|-87.2794597|02/14/1979|
434389|Farlen|Populated Place|22702|U6|||18|IN|1|027|Daviess|38.8506037|-86.9227829|02/14/1979|05/13/2014
434394|Farleys Addition|Populated Place|22710|U6|||18|IN|1|097|Marion|39.7833769|-86.2788795|02/14/1979|
434397|Farmers|Populated Place|22730|U6|||18|IN|1|139|Rush|39.6989344|-85.5371958|02/14/1979|
434398|Farmers|Populated Place|22720|U6|||18|IN|1|119|Owen|39.1753222|-86.8916741|02/14/1979|05/13/2014
434404|Farmers Retreat|Populated Place|22756|U6|||18|IN|1|029|Dearborn|38.9764463|-85.1021768|02/14/1979|
434406|Farmersville|Populated Place|22774|U6|||18|IN|1|129|Posey|37.980322|-87.8961381|02/14/1979|05/13/2014
434407|Farmington|Populated Place|22785|U6|||18|IN|1|139|Rush|39.6181028|-85.358857|02/14/1979|
434409|Farmland|Populated Place|22792|P1|1520|181520135|18|IN|1|135|Randolph|40.1878219|-85.1274677|02/14/1979|03/20/2008
434415|Farrville|Populated Place|22828|U6|||18|IN|1|053|Grant|40.5811542|-85.4663618|02/14/1979|
434422|Fayette|Populated Place|22846|U6|||18|IN|1|011|Boone|39.9311533|-86.3972193|02/14/1979|
434428|Federal Hill|Populated Place|22936|U4|||18|IN|1|057|Hamilton|40.0461475|-86.0238738|02/14/1979|
434445|Fenn Haven|Populated Place|22954|U6|||18|IN|1|123|Perry|37.9314446|-86.7566548|02/14/1979|
434448|Fenns|Populated Place|22972|U6|||18|IN|1|145|Shelby|39.4575494|-85.7977587|02/14/1979|
434450|Ferdinand|Populated Place|22990|P1|1530|181530037|18|IN|1|037|Dubois|38.223944|-86.8622155|02/14/1979|03/20/2008
434456|Ferguson Hill|Populated Place|23044|U6|||18|IN|1|167|Vigo|39.4817026|-87.4564101|02/14/1979|
434459|Ferndale|Populated Place|23080|U6|||18|IN|1|121|Parke|39.7072653|-87.0669571|02/14/1979|05/13/2014
434468|Fewell Rhoades|Populated Place|23098|U6|||18|IN|1|109|Morgan|39.4214365|-86.3994384|02/14/1979|
434469|Fiat|Populated Place|23116|U6|||18|IN|1|075|Jay|40.5533786|-85.1499705|02/14/1979|
434475|Fields|Populated Place|23170|U6|||18|IN|1|109|Morgan|39.5461584|-86.3333254|02/14/1979|
434479|Fillmore|Populated Place|23188|P1|1534|181534133|18|IN|1|133|Putnam|39.6675465|-86.7533401|02/14/1979|05/13/2014
434481|Fincastle|Populated Place|23206|U6|||18|IN|1|133|Putnam|39.8081005|-86.895009|02/14/1979|
434493|Carrollton|Populated Place|10558|U6|1535|181535059|18|IN|1|059|Hancock|39.7055999|-85.8208126|02/14/1979|
434513|Fish Lake|Populated Place|23386|U5|1537|181537091|18|IN|1|091|LaPorte|41.5667112|-86.5519609|02/14/1979|01/29/2011
434526|Fishers|Populated Place|23278|P1|1540|181540057|18|IN|1|057|Hamilton|39.9555928|-86.0138729|02/14/1979|03/20/2008
434528|Fisherville|Populated Place|23350|U6|||18|IN|1|173|Warrick|38.0853219|-87.4330683|02/14/1979|
434532|Fishtown|Populated Place|23395|U6|||18|IN|1|061|Harrison|38.0695152|-85.9174639|02/14/1979|
434535|Fiskville|Populated Place|23405|U6|||18|IN|1|107|Montgomery|40.0486535|-86.8947295|02/14/1979|
434541|Five Points|Populated Place|23492|U6|||18|IN|1|179|Wells|40.5817113|-85.3199721|02/14/1979|
434542|Five Points|Populated Place|23430|U6|||18|IN|1|077|Jefferson|38.8461682|-85.5091287|02/14/1979|
434543|Five Points|Populated Place|23484|U6|||18|IN|1|161|Union|39.7119937|-84.851903|02/14/1979|
434544|Five Points|Populated Place|23458|U4|||18|IN|1|097|Marion|39.724766|-86.0449834|02/14/1979|
434545|Five Points|Populated Place|23488|U6|||18|IN|1|171|Warren|40.3167036|-87.3200123|02/14/1979|
434546|Five Points|Populated Place|23422|U6|||18|IN|1|003|Allen|41.1233824|-84.9402436|02/14/1979|
434547|Five Points|Populated Place|23494|U6|||18|IN|1|183|Whitley|41.1928242|-85.4916466|02/14/1979|
434548|Five Points|Populated Place|23440|U4|||18|IN|1|083|Knox|38.6103257|-87.3480719|02/14/1979|
434549|Five Points|Populated Place|23480|U6|||18|IN|1|155|Switzerland|38.7467281|-85.174953|02/14/1979|
434550|Five Points|Populated Place|23476|U6|||18|IN|1|109|Morgan|39.5814358|-86.316936|02/14/1979|
434551|Five Points Corner|Populated Place|23512|U6|||18|IN|1|127|Porter|41.3328168|-87.03586|02/14/1979|
434564|Flat Iron|Populated Place|23540|U6|||18|IN|1|165|Vermillion|40.0533708|-87.4900163|02/14/1979|
434568|Flat Rock Park|Populated Place|23584|U6|||18|IN|1|005|Bartholomew|39.2528291|-85.9155487|02/14/1979|
434579|Fleener|Populated Place|23610|U6|||18|IN|1|105|Monroe|39.2825473|-86.4124944|02/14/1979|
434582|Fleming|Populated Place|23620|U6|||18|IN|1|071|Jackson|38.9736647|-85.806363|02/14/1979|
434594|Fletcher|Populated Place|23629|U6|||18|IN|1|049|Fulton|40.9119854|-86.3327784|02/14/1979|
434598|Flint|Populated Place|23656|U6|||18|IN|1|151|Steuben|41.6500502|-85.1271917|02/14/1979|
434609|Flora|Populated Place|23692|P1|1550|181550015|18|IN|1|015|Carroll|40.5472587|-86.5244434|02/14/1979|03/20/2008
434610|Flora|Populated Place|23710|U6|||18|IN|1|103|Miami|40.7339301|-86.0999927|02/14/1979|
434612|Florence|Populated Place|23728|U5|1553|181553155|18|IN|1|155|Switzerland|38.7842295|-84.924393|02/14/1979|01/29/2011
434613|Florida|Populated Place|23746|U6|||18|IN|1|095|Madison|40.1603188|-85.7102543|02/14/1979|
434618|Floyds Knobs|Populated Place|23800|U6|1554|181554043|18|IN|1|043|Floyd|38.3245116|-85.8735775|02/14/1979|
434626|Foley|Populated Place|23820|U6|||18|IN|1|065|Henry|39.9653241|-85.377748|02/14/1979|
434629|Folsomville|Populated Place|23836|U6|1585|181585173|18|IN|1|173|Warrick|38.1292161|-87.1641692|02/14/1979|
434631|Fontanet|Populated Place|23854|U5|1552|181552167|18|IN|1|167|Vigo|39.57615|-87.2436276|02/14/1979|05/13/2014
434635|Foraker|Populated Place|23872|U6|||18|IN|1|039|Elkhart|41.5158822|-85.9241632|02/14/1979|
434644|Foresman|Populated Place|23886|U6|||18|IN|1|007|Benton|40.4997575|-87.1505695|02/14/1979|
434645|Foresman|Populated Place|23890|U6|1555|181555111|18|IN|1|111|Newton|40.8661488|-87.2950241|02/14/1979|
434646|Forest|Populated Place|23926|U6|1556|181556023|18|IN|1|023|Clinton|40.373648|-86.3327748|02/14/1979|
434647|Forest City|Populated Place|23950|U6|||18|IN|1|073|Jasper|41.1947584|-87.2666977|02/14/1979|
434648|Forest Glen|Populated Place|23955|U6|||18|IN|1|085|Kosciusko|41.3267128|-85.7636001|02/14/1979|
434651|Forest Hill|Populated Place|23962|U6|||18|IN|1|031|Decatur|39.2569955|-85.6133092|02/14/1979|
434656|Forest Hills|Populated Place|24016|U4|||18|IN|1|095|Madison|40.1236525|-85.6966431|02/14/1979|
434662|Forest Park|Populated Place|24080|U6|||18|IN|1|151|Steuben|41.5506061|-84.92524|02/14/1979|
434663|Forest Park|Populated Place|24070|U4|||18|IN|1|005|Bartholomew|39.2358847|-85.9147145|02/14/1979|
434664|Forest Park Heights|Populated Place|24106|U6|||18|IN|1|105|Monroe|39.2094908|-86.5886104|02/14/1979|
434667|Forest Ridge|Populated Place|24160|U6|||18|IN|1|003|Allen|41.021992|-85.2733063|02/14/1979|
434683|Fort Branch|Populated Place|24250|P1|1560|181560051|18|IN|1|051|Gibson|38.2511558|-87.5811332|02/14/1979|03/20/2008
434688|Fort Ritner|Populated Place|24268|U6|||18|IN|1|093|Lawrence|38.773109|-86.2810964|02/14/1979|
434689|Fort Wayne|Populated Place|25000|P1|1580|181580003|18|IN|1|003|Allen|41.1306041|-85.1288597|02/14/1979|05/13/2014
434692|Fortville|Populated Place|24286||1570|181570059|18|IN|1|059|Hancock|39.9322625|-85.8480354|02/14/1979|05/13/2014
434696|Foster|Populated Place|25054|U6|||18|IN|1|171|Warren|40.1467039|-87.4714045|02/14/1979|
434710|Fountain|Populated Place|25072|U6|1589|181589045|18|IN|1|045|Fountain|40.2222596|-87.3352894|02/14/1979|
434712|Fountain City|Populated Place|25090|P1|1590|181590177|18|IN|1|177|Wayne|39.9556028|-84.9174619|02/14/1979|05/13/2014
434715|Fountain Park|Populated Place|25126|U6|||18|IN|1|151|Steuben|41.563106|-84.9141285|02/14/1979|
434716|Fountain Park|Populated Place|25108|U6|||18|IN|1|073|Jasper|40.7792061|-87.1616862|02/14/1979|
434718|Fountaintown|Populated Place|25162|U6|1592|181592145|18|IN|1|145|Shelby|39.6947667|-85.7830343|02/14/1979|
434719|Four Corners|Populated Place|25170|U6|||18|IN|1|079|Jennings|38.954221|-85.7402491|02/14/1979|
434721|Four Presidents Corners|Populated Place|25175|U6|||18|IN|1|003|Allen|41.0081041|-84.8538522|02/14/1979|
434729|Fowler|Populated Place|25180|P1|1600|181600007|18|IN|1|007|Benton|40.6167044|-87.3208519|02/14/1979|03/20/2008
434733|Fowlerton|Populated Place|25198|P1|1610|181610053|18|IN|1|053|Grant|40.4094855|-85.5735853|02/14/1979|03/20/2008
434735|Fox|Populated Place|25207|U6|||18|IN|1|053|Grant|40.6397638|-85.6949796|02/14/1979|
434738|Fox Hill|Populated Place|25234|U6|||18|IN|1|109|Morgan|39.6006022|-86.2838795|02/14/1979|
434743|Fox Ridge|Populated Place|25270|U6|||18|IN|1|133|Putnam|39.6325455|-86.8486201|02/14/1979|
434748|Frances|Populated Place|25279|U6|||18|IN|1|081|Johnson|39.60588|-86.1688764|02/14/1979|
434752|Francesville|Populated Place|25288|P1|1620|181620131|18|IN|1|131|Pulaski|40.9853172|-86.8794613|02/14/1979|03/20/2008
434755|Francisco|Populated Place|25306|P1|1630|181630051|18|IN|1|051|Gibson|38.3322686|-87.4452954|02/14/1979|03/20/2008
434761|Frankfort|Populated Place|25324|P1|1640|181640023|18|IN|1|023|Clinton|40.2794809|-86.5108355|02/14/1979|03/20/2008
434762|Franklin|Populated Place|25450|P1|1650|181650081|18|IN|1|081|Johnson|39.4806056|-86.0549863|02/14/1979|05/23/2014
434789|Frankton|Populated Place|25702|P1|1660|181660095|18|IN|1|095|Madison|40.2228175|-85.7788669|02/14/1979|03/20/2008
434794|Fredericksburg|Populated Place|25720|U5|1670|181670175|18|IN|1|175|Washington|38.4331164|-86.1897001|02/14/1979|05/21/2014
434798|Free|Populated Place|25756|U6|||18|IN|1|007|Benton|40.6217037|-87.457244|02/14/1979|
434803|Freedom|Populated Place|25774|U6|1672|181672119|18|IN|1|119|Owen|39.2069886|-86.869174|02/14/1979|
434812|Freeland Park|Populated Place|25792|U6|||18|IN|1|007|Benton|40.6144812|-87.4911335|02/14/1979|
434813|Freelandville|Populated Place|25810|U5|1674|181674083|18|IN|1|083|Knox|38.8647679|-87.3058492|02/14/1979|01/29/2011
434814|Freeman|Populated Place|25828|U6|||18|IN|1|119|Owen|39.1953233|-86.7336153|02/14/1979|
434821|Freeport|Populated Place|25846|U6|||18|IN|1|145|Shelby|39.6586565|-85.725811|02/14/1979|
434824|Fremont|Populated Place|25882|P1|1680|181680151|18|IN|1|151|Steuben|41.7308834|-84.9327395|02/14/1979|06/30/2011
434836|Frenchtown|Populated Place|26008|U6|||18|IN|1|061|Harrison|38.3147864|-86.2144202|02/14/1979|06/05/2014
434856|Friendship|Populated Place|26026|U6|1692|181692137|18|IN|1|137|Ripley|38.9703349|-85.1477333|02/14/1979|06/05/2014
434871|Friendswood|Populated Place|26044|U6|1695|181695063|18|IN|1|063|Hendricks|39.6464349|-86.3327698|02/14/1979|06/05/2014
434873|Fritchton|Populated Place|26062|U6|||18|IN|1|083|Knox|38.680325|-87.423074|02/14/1979|06/05/2014
434882|Fruitdale|Populated Place|26080|U6|||18|IN|1|013|Brown|39.3219926|-86.2577684|02/14/1979|
434887|Fulda|Populated Place|26116|U6|1697|181697147|18|IN|1|147|Spencer|38.1114441|-86.8361027|02/14/1979|06/05/2014
434896|Fulton|Populated Place|26152|P1|1700|181700049|18|IN|1|049|Fulton|40.9472635|-86.2627772|02/14/1979|03/20/2008
434906|Furnace|Populated Place|26160|U6|||18|IN|1|055|Greene|39.0142129|-86.9130617|02/14/1979|
434907|Furnessville|Populated Place|26170|U6|||18|IN|1|127|Porter|41.6517049|-87.007532|02/14/1979|06/05/2014
434912|Gadsden|Populated Place|26188|U6|||18|IN|1|011|Boone|40.0472618|-86.34583|02/14/1979|
434921|Galena|Populated Place|26206|U5|1708|181708043|18|IN|1|043|Floyd|38.3517323|-85.9416354|02/14/1979|06/05/2014
434932|Gambill|Populated Place|26260|U6|||18|IN|1|153|Sullivan|39.0489325|-87.2597372|02/14/1979|
434942|Garden Acres|Populated Place|26314|U6|||18|IN|1|105|Monroe|39.1244916|-86.5780538|02/14/1979|
434943|Garden City|Populated Place|26332|U6|||18|IN|1|005|Bartholomew|39.183385|-85.9333236|02/14/1979|06/05/2014
434948|Garden Village|Populated Place|26360|U6|||18|IN|1|039|Elkhart|41.6953273|-85.9144425|02/14/1979|
434956|Garfield|Populated Place|26375|U6|||18|IN|1|107|Montgomery|40.0830967|-86.8238956|02/14/1979|
434969|Garrett|Populated Place|26386|P1|1720|181720033|18|IN|1|033|DeKalb|41.3494939|-85.1355268|02/14/1979|03/20/2008
434979|Gary|Populated Place|27000|P1|1730|181730089|18|IN|1|089|Lake|41.5933696|-87.3464271|02/14/1979|03/20/2008
434984|Garyton|Populated Place|27018|U6|||18|IN|1|127|Porter|41.5697594|-87.2103128|02/14/1979|
434985|Gas City|Populated Place|27054|P1|1750|181750053|18|IN|1|053|Grant|40.4872625|-85.6130311|02/14/1979|03/20/2008
434988|Gaston|Populated Place|27072|P1|1760|181760035|18|IN|1|035|Delaware|40.3139311|-85.5005278|02/14/1979|06/05/2014
434992|Gates Corner|Populated Place|27110|U6|||18|IN|1|035|Delaware|40.1061562|-85.2527451|02/14/1979|
434995|Gatesville|Populated Place|27115|U6|||18|IN|1|013|Brown|39.2617162|-86.1463824|02/14/1979|
435000|Gaynorsville|Populated Place|27160|U6|||18|IN|1|031|Decatur|39.2428289|-85.519971|02/14/1979|
435008|Gem|Populated Place|27198|U6|1765|181765059|18|IN|1|059|Hancock|39.7794869|-85.8966471|02/14/1979|
435013|Geneva|Populated Place|27252|U6|||18|IN|1|145|Shelby|39.3917165|-85.7199795|02/14/1979|
435014|Geneva|Populated Place|27216|P1|1770|181770001|18|IN|1|001|Adams|40.5919904|-84.9571895|02/14/1979|03/20/2008
435016|Gentryville|Populated Place|27270|P1|1780|181780147|18|IN|1|147|Spencer|38.1042183|-87.0330532|02/14/1979|03/20/2008
435023|Georgetown|Populated Place|27324|P1|1788|181788043|18|IN|1|043|Floyd|38.2945115|-85.975524|02/14/1979|03/20/2008
435024|Georgetown|Populated Place|27306|U6|1788|181788017|18|IN|1|017|Cass|40.7405952|-86.5047258|02/14/1979|12/12/2005
435025|Georgetown|Populated Place|27288|U6|||18|IN|1|003|Allen|41.2319943|-84.8655187|02/14/1979|
435046|Gessie|Populated Place|27540|U6|||18|IN|1|165|Vermillion|40.0825372|-87.4997387|02/14/1979|
435053|Gibson|Populated Place|27576|U4|||18|IN|1|089|Lake|41.6053135|-87.4614297|02/14/1979|
435058|Gifford|Populated Place|27612|U6|||18|IN|1|073|Jasper|41.0708716|-87.0525231|02/14/1979|06/05/2014
435069|Gilead|Populated Place|27648|U6|||18|IN|1|103|Miami|40.9703209|-86.0186046|02/14/1979|
435082|Gilmour|Populated Place|27738|U6|||18|IN|1|055|Greene|39.1314315|-87.2408481|02/14/1979|06/05/2014
435082|Gilmour|Populated Place|27738|U6|||18|IN|2|153|Sullivan|39.1314315|-87.2408481|02/14/1979|06/05/2014
435085|Gimco City|Populated Place|27756|U4|1800|181800095|18|IN|1|095|Madison|40.2583738|-85.6838648|02/14/1979|
435088|Gingrich Addition|Populated Place|27785|U6|||18|IN|1|015|Carroll|40.6739271|-86.7541773|02/14/1979|
435089|Gings|Populated Place|27792|U6|||18|IN|1|139|Rush|39.6708799|-85.3708021|02/14/1979|
435091|Giro|Populated Place|27810|U6|||18|IN|1|051|Gibson|38.5111587|-87.4708535|02/14/1979|
435097|Gladens Corner|Populated Place|27815|U6|||18|IN|1|157|Tippecanoe|40.2586476|-86.8283397|02/14/1979|
435101|Glen Cliff|Populated Place|27855|U6|||18|IN|1|171|Warren|40.316426|-87.2488993|02/14/1979|
435103|Glen Eden|Populated Place|27936|U6|||18|IN|1|151|Steuben|41.6911614|-85.0171871|02/14/1979|
435106|Glen Park|Populated Place|28008|U4|||18|IN|1|089|Lake|41.5417032|-87.3361482|02/14/1979|
435111|Glendale Heights|Populated Place|27910|U6|||18|IN|1|097|Marion|39.8858733|-86.1108199|02/14/1979|
435115|Glendora|Populated Place|27925|U6|||18|IN|1|153|Sullivan|39.1280975|-87.3627959|02/14/1979|
435116|Glenhall|Populated Place|27972|U6|||18|IN|1|157|Tippecanoe|40.354203|-87.0408434|02/14/1979|
435117|Glen Ayre|Populated Place|27985|U6|||18|IN|1|167|Vigo|39.4719824|-87.2952959|02/14/1979|07/15/2015
435120|Glenns Valley|Populated Place|27990|U4|||18|IN|1|097|Marion|39.6419903|-86.1963769|02/14/1979|06/05/2014
435123|Glenwood|Populated Place|28062|P1|1810|181810139|18|IN|1|139|Rush|39.6258806|-85.3002442|02/14/1979|03/20/2008
435123|Glenwood|Populated Place|28062|P1|1810|181810041|18|IN|2|041|Fayette|39.6258806|-85.3002442|02/14/1979|03/20/2008
435127|Glezen|Populated Place|28116|U6|||18|IN|1|125|Pike|38.4164377|-87.3011238|02/14/1979|
435128|Glidas|Populated Place|28130|U6|||18|IN|1|061|Harrison|38.0567359|-86.1844154|02/14/1979|
435134|Glyn Ellen|Populated Place|28152|U4|||18|IN|1|095|Madison|40.1111534|-85.6477536|02/14/1979|
435145|Goblesville|Populated Place|28188|U6|||18|IN|1|069|Huntington|40.9900459|-85.5102555|02/14/1979|
435155|Golden Acres|Populated Place|28242|U6|||18|IN|1|003|Allen|41.1267154|-85.0619136|02/14/1979|
435156|Golden Hill|Populated Place|28260|U6|||18|IN|1|181|White|40.7103164|-86.760567|02/14/1979|
435162|Goldsmith|Populated Place|28296|U6|1815|181815159|18|IN|1|159|Tipton|40.2894816|-86.1491581|02/14/1979|
435168|Goodland|Populated Place|28332|P1|1820|181820111|18|IN|1|111|Newton|40.7633727|-87.2936327|02/14/1979|03/20/2008
435226|Goshen|Populated Place|28404|U6|||18|IN|1|143|Scott|38.6714479|-85.7096876|02/14/1979|
435227|Goshen|Populated Place|28386||1830|181830039|18|IN|1|039|Elkhart|41.5822716|-85.8344383|02/14/1979|12/06/2013
435236|Gospel Grove|Populated Place|28422|U6|||18|IN|1|167|Vigo|39.4764269|-87.2927959|02/14/1979|
435238|Gosport|Populated Place|28440|P1|1840|181840119|18|IN|1|119|Owen|39.3508793|-86.6669472|02/14/1979|03/20/2008
435248|Gowdy|Populated Place|28476|U6|||18|IN|1|139|Rush|39.5189369|-85.5630287|02/14/1979|06/05/2014
435251|Grabill|Populated Place|28494|P1|1850|181850003|18|IN|1|003|Allen|41.2108829|-84.9669112|02/14/1979|03/20/2008
435276|Grafton|Populated Place|28530|U6|||18|IN|1|129|Posey|38.001434|-87.9541957|02/14/1979|
435277|Graham|Populated Place|28555|U6|||18|IN|1|045|Fountain|40.1569834|-87.1950091|02/14/1979|
435278|Graham|Populated Place|28548|U6|||18|IN|1|027|Daviess|38.7217146|-87.1964015|02/14/1979|
435291|Graham Valley|Populated Place|28584|U6|||18|IN|1|173|Warrick|38.1494919|-87.2905633|02/14/1979|
435292|Graham Woods|Populated Place|28602|U6|||18|IN|1|127|Porter|41.6175384|-87.0272541|02/14/1979|
435295|Grammer|Populated Place|28620|U6|1852|181852005|18|IN|1|005|Bartholomew|39.15283|-85.7249778|02/14/1979|
435299|Grandview|Populated Place|28638|U4|||18|IN|1|095|Madison|40.1183746|-85.7083099|02/14/1979|
435300|Grandview|Populated Place|28656|U4|||18|IN|1|097|Marion|39.8703189|-86.1958225|02/14/1979|
435304|Grandview Lake|Populated Place|28728|U6|||18|IN|1|005|Bartholomew|39.1522734|-86.0463803|02/14/1979|
435312|Grange Corner|Populated Place|28775|U6|||18|IN|1|121|Parke|39.9400415|-87.1858441|02/14/1979|
435319|Grant City|Populated Place|28890|U6|||18|IN|1|065|Henry|39.8664339|-85.5424747|02/14/1979|
435332|Granville|Populated Place|28926|U6|||18|IN|1|035|Delaware|40.3172651|-85.318582|02/14/1979|06/05/2014
435336|Grass Creek|Populated Place|28962|U6|||18|IN|1|049|Fulton|40.9475412|-86.4044471|02/14/1979|06/06/2014
435357|Gravel Beach|Populated Place|29034|U6|||18|IN|1|087|LaGrange|41.5508834|-85.223307|02/14/1979|
435358|Gravel Hill|Populated Place|29043|U6|||18|IN|1|007|Benton|40.6500378|-87.3700206|02/14/1979|
435362|Gravelton|Populated Place|29052|U6|||18|IN|1|085|Kosciusko|41.435881|-85.9241624|02/14/1979|
435362|Gravelton|Populated Place|29052|U6|||18|IN|2|039|Elkhart|41.435881|-85.9241624|02/14/1979|
435368|Gray Junction|Populated Place|29088|U6|||18|IN|1|051|Gibson|38.3264368|-87.3447352|02/14/1979|
435371|Grayford|Populated Place|29070|U6|||18|IN|1|079|Jennings|38.9628326|-85.5741327|02/14/1979|
435374|Graysville|Populated Place|29106|U6|1868|181868153|18|IN|1|153|Sullivan|39.117541|-87.5561344|02/14/1979|06/06/2014
435385|Green Acres|Populated Place|29268|U6|||18|IN|1|089|Lake|41.4839257|-87.2972576|02/14/1979|
435401|Green Hill|Populated Place|29592|U6|||18|IN|1|171|Warren|40.413647|-87.1111229|02/14/1979|06/06/2014
435407|Green Meadows|Populated Place|29628|U6|||18|IN|1|145|Shelby|39.6308795|-85.8919254|02/14/1979|
435408|Green Meadows|Populated Place|29646|U6|||18|IN|1|157|Tippecanoe|40.4397571|-86.9658446|02/14/1979|
435409|Green Oak|Populated Place|29664|U6|||18|IN|1|049|Fulton|40.996431|-86.1841649|02/14/1979|
435416|Green Valley|Populated Place|29815|U6|||18|IN|1|081|Johnson|39.6061579|-86.1399868|02/14/1979|
435425|Greenbrier|Populated Place|29340|U6|||18|IN|1|173|Warrick|38.1206028|-87.2836181|02/14/1979|
435428|Greencastle|Populated Place|29358|P1|1870|181870133|18|IN|1|133|Putnam|39.6444898|-86.8647316|02/14/1979|06/30/2011
435429|Greendale|Populated Place|29448|P1|1880|181880029|18|IN|1|029|Dearborn|39.1125572|-84.8641178|02/14/1979|03/20/2008
435430|Greendale|Populated Place|29430|U6|||18|IN|1|003|Allen|41.1133819|-85.0888587|02/14/1979|
435433|Greene|Populated Place|29455|U6|||18|IN|1|075|Jay|40.4083777|-85.0999694|02/14/1979|
435437|Greenfield Mills|Populated Place|29585|U6|||18|IN|1|087|LaGrange|41.7506059|-85.2255287|02/14/1979|
435447|Greenleaf Manor|Populated Place|29610|U4|||18|IN|1|039|Elkhart|41.6986605|-85.9369434|02/14/1979|
